long_devi,lat_devi,alt_devi
-0.0001439600262116604,-0.00014931905411253205,-8.278027378860688
-9.489600584596037e-05,-5.545934579283206e-05,26.378708916910227
-0.00021952645587976715,-0.00022286224507719033,-13.50494503756357
-7.505417506716038e-05,-0.00014326128962293205,-0.9289873324598794
-0.00010948828270656037,-6.020867385503207e-05,18.0133456449457
5.070021105963964e-05,-9.712319933903205e-05,1.1205699735471164
-0.0001930910979402993,-0.00012140212851083205,-14.05339248476007
8.341207472633964e-05,0.000559104250985668,9.346143285899345
-0.00025603680268336396,-0.0002590319392874262,-10.254505952874307
-0.00015708372769526036,-0.00013713841033843204,-2.322662086810052
-0.0002376042307671423,-0.00024402711463301663,-16.04191063983714
-0.0002667813877960758,-0.0002652886510672053,-19.93814573339958
0.00013973751359703965,0.00011600651215586794,1.5241895322099346
0.00025774115393283964,0.00014795414142636796,10.671552922274099
-0.0001445525371057604,-0.00017642626380914937,0.1885220514010335
-0.00011920759315646039,-5.709854490073207e-05,-12.863894894564782
-0.0001848021951527339,-0.0001833326758792347,9.785274909205683
0.0022919014617076394,0.0013210467398163679,-10.708941826157087
-0.00026692766339505945,-0.0002655029499209432,-19.9192194955777
4.455492026503961e-05,-5.379841916683205e-05,34.630345868049666
-0.0001750509392976279,-0.00018528992184495518,13.389994941560055
-0.00023354663568624654,-8.867659148003204e-05,-10.386298195075272
-0.0002671311486812085,-0.0002643700414550862,-19.904949020259437
0.0010090167634931395,0.0009410052696649678,1.6250046539183174
0.00027130167827793967,0.000780110307795668,36.17361666776815
-0.00020870709097552427,-0.00020048072021945824,-7.0162397812648845
-0.00018467502196874608,-0.00017970942613577647,32.01489036050862
-2.804611883660353e-06,2.941314587686793e-05,22.682724531392516
-0.0002649300862805031,-0.0002623939598006189,-16.889830955076462
-0.00017905000760733028,-0.00016584613392253206,-6.0491317314202515
-0.00024513467033430666,-0.00022305019521780826,-12.871985970359873
0.0005501296408391397,0.0006421037869174679,15.5178389724041
-0.0002350751263261526,-0.00024068589432675017,-16.018275027130475
-0.0002333778974541846,-0.00023496036492287261,-15.111379688543098
